Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,clean_text,tokens,stemmed_tokens,polarity,predicted_sentiment
"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,2023-02-10 14:30:00,WitheredRose,Instagram,#Loss #SilentSurrender,28.0,55.0,France,2023,2,10,14,like a withered rose in the garden of love petals fall a silent surrender to time,"['like', 'withered', 'rose', 'garden', 'love', 'petals', 'fall', 'silent', 'surrender', 'time']","['like', 'wither', 'rose', 'garden', 'love', 'petal', 'fall', 'silent', 'surrend', 'time']",0.3666666666666667,Positive
"In the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,2022-07-10 22:15:00,LoveSongEcho,Instagram,#Heartache #LoveSongLonging,30.0,60.0,Japan,2022,7,10,22,in the void of heartache echoes of a love song play each note a pang of longing,"['void', 'heartache', 'echoes', 'love', 'song', 'play', 'each', 'note', 'pang', 'longing']","['void', 'heartach', 'echo', 'love', 'song', 'play', 'each', 'note', 'pang', 'long']",0.5,Positive
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,2019-05-15 21:30:00,MoonlitMemories,Twitter,#Nostalgia #CherishedMemories,18.0,35.0,Italy,2019,5,15,21,nostalgia a bittersweet dance in the moonlit ballroom of cherished memories,"['nostalgia', 'bittersweet', 'dance', 'moonlit', 'ballroom', 'cherished', 'memories']","['nostalgia', 'bittersweet', 'danc', 'moonlit', 'ballroom', 'cherish', 'memori']",0.0,Neutral
"In the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,2018-11-28 14:00:00,SymphonyOfTears,Facebook,#Grief #MelancholicMelody,22.0,45.0,Germany,2018,11,28,14,in the symphony of grief each tear is a note composing a melancholic melody,"['symphony', 'grief', 'each', 'tear', 'note', 'composing', 'melancholic', 'melody']","['symphoni', 'grief', 'each', 'tear', 'note', 'compos', 'melanchol', 'melodi']",-0.8,Negative
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",Betrayal,2021-03-02 17:45:00,VenomousGarden,Instagram,#Betrayal #PoisonedTrust,25.0,50.0,Canada,2021,3,2,17,betrayal a venomous serpent slithering through the garden of trust poisoning roots,"['betrayal', 'venomous', 'serpent', 'slithering', 'through', 'garden', 'trust', 'poisoning', 'roots']","['betray', 'venom', 'serpent', 'slither', 'through', 'garden', 'trust', 'poison', 'root']",0.0,Neutral
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend.",Despair,2016-10-18 19:30:00,QuicksandFighter,Twitter,#Despair #DeepDescent,20.0,40.0,USA,2016,10,18,19,sinking in the quicksand of despair the harder you fight the deeper you descend,"['sinking', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']","['sink', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']",-0.1,Negative
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,2020-08-15 12:30:00,DreamCemetery,Facebook,#Desolation #UntoldSorrows,28.0,55.0,France,2020,8,15,12,wandering through the cemetery of lost dreams tombstones marking untold sorrows,"['wandering', 'through', 'cemetery', 'lost', 'dreams', 'tombstones', 'marking', 'untold', 'sorrows']","['wander', 'through', 'cemeteri', 'lost', 'dream', 'tombston', 'mark', 'untold', 'sorrow']",0.0,Neutral
"Swept away by the river of regret, the currents of the past refusing to release.",Regret,2017-04-28 16:20:00,RegretRiver,Instagram,#Regret #PastCurrents,18.0,35.0,UK,2017,4,28,16,swept away by the river of regret the currents of the past refusing to release,"['swept', 'away', 'river', 'regret', 'currents', 'past', 'refusing', 'release']","['swept', 'away', 'river', 'regret', 'current', 'past', 'refus', 'releas']",-0.25,Negative
"Whispers of lost love linger in the attic of the heart, forgotten but not erased.",Loss,2019-09-10 21:00:00,HeartAttic,Twitter,#Loss #ForgottenLove,22.0,45.0,Australia,2019,9,10,21,whispers of lost love linger in the attic of the heart forgotten but not erased,"['whispers', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'erased']","['whisper', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'eras']",0.5,Positive
"In the gallery of broken promises, each shattered vow framed, a painful exhibition.",Betrayal,2022-01-28 13:45:00,PromiseGallery,Facebook,#Betrayal #ShatteredVows,15.0,30.0,Brazil,2022,1,28,13,in the gallery of broken promises each shattered vow framed a painful exhibition,"['gallery', 'broken', 'promises', 'each', 'shattered', 'vow', 'framed', 'painful', 'exhibition']","['galleri', 'broken', 'promis', 'each', 'shatter', 'vow', 'frame', 'pain', 'exhibit']",-0.55,Negative
"The echoes of solitude, a silent conversation between a soul and its shadows.",Solitude,2016-06-15 22:30:00,EchoedConversation,Instagram,#Solitude #ShadowConversation,30.0,60.0,Spain,2016,6,15,22,the echoes of solitude a silent conversation between a soul and its shadows,"['echoes', 'solitude', 'silent', 'conversation', 'between', 'soul', 'shadows']","['echo', 'solitud', 'silent', 'convers', 'between', 'soul', 'shadow']",0.0,Neutral
"Dancing on sunshine, each step a celebration of the joy found in simple moments.",Joy,2021-08-20 15:45:00,SunshineDancer,Instagram,#Joy #SimpleMoments,40.0,80.0,USA,2021,8,20,15,dancing on sunshine each step a celebration of the joy found in simple moments,"['dancing', 'sunshine', 'each', 'step', 'celebration', 'joy', 'found', 'simple', 'moments']","['danc', 'sunshin', 'each', 'step', 'celebr', 'joy', 'found', 'simpl', 'moment']",0.4,Positive
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",Happiness,2018-04-12 18:30:00,EchoedLaughter,Twitter,#Happiness #SpiritLifter,35.0,70.0,Canada,2018,4,12,18,laughter echoes in the air a chorus of happiness that lifts the spirit higher,"['laughter', 'echoes', 'air', 'chorus', 'happiness', 'lifts', 'spirit', 'higher']","['laughter', 'echo', 'air', 'choru', 'happi', 'lift', 'spirit', 'higher']",0.475,Positive
"In the garden of contentment, each bloom whispers tales of inner peace and joy.",Contentment,2022-02-15 12:20:00,GardenOfJoy,Facebook,#Contentment #InnerPeace,25.0,50.0,UK,2022,2,15,12,in the garden of contentment each bloom whispers tales of inner peace and joy,"['garden', 'contentment', 'each', 'bloom', 'whispers', 'tales', 'inner', 'peace', 'joy']","['garden', 'content', 'each', 'bloom', 'whisper', 'tale', 'inner', 'peac', 'joy']",0.4,Positive
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm.",Enthusiasm,2019-10-28 14:15:00,DreamChaser,Instagram,#Enthusiasm #HopefulJourney,30.0,60.0,Australia,2019,10,28,14,chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm,"['chasing', 'dreams', 'under', 'vibrant', 'sky', 'journey', 'fueled', 'hope', 'enthusiasm']","['chase', 'dream', 'under', 'vibrant', 'sky', 'journey', 'fuel', 'hope', 'enthusiasm']",0.16666666666666666,Positive
"Serenading the stars with a heart full of gratitude, a melody of thankfulness.",Gratitude,2017-12-22 21:00:00,StarSerenader,Twitter,#Gratitude #ThankfulMelody,22.0,45.0,India,2017,12,22,21,serenading the stars with a heart full of gratitude a melody of thankfulness,"['serenading', 'stars', 'heart', 'full', 'gratitude', 'melody', 'thankfulness']","['serenad', 'star', 'heart', 'full', 'gratitud', 'melodi', 'thank']",0.35,Positive
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness.",Accomplishment,2020-06-10 17:30:00,GlowAchiever,Facebook,#Accomplishment #HappinessMilestone,28.0,55.0,Germany,2020,6,10,17,basking in the glow of accomplishment each milestone a stepping stone to happiness,"['basking', 'glow', 'accomplishment', 'each', 'milestone', 'stepping', 'stone', 'happiness']","['bask', 'glow', 'accomplish', 'each', 'mileston', 'step', 'stone', 'happi']",0.7,Positive
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony.",Positivity,2016-09-18 19:45:00,DanceHarmony,Instagram,#Positivity #SoulUpliftment,18.0,35.0,France,2016,9,18,19,in the dance of positivity every step is a rhythm uplifting the soul in harmony,"['dance', 'positivity', 'every', 'step', 'rhythm', 'uplifting', 'soul', 'harmony']","['danc', 'posit', 'everi', 'step', 'rhythm', 'uplift', 'soul', 'harmoni']",0.0,Neutral
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished.",Joy,2023-03-10 14:30:00,LaughterCup,Twitter,#Joy #CherishedMoment,20.0,40.0,Japan,2023,3,10,14,overflowing with joy a cup of laughter shared with friends a moment cherished,"['overflowing', 'joy', 'cup', 'laughter', 'shared', 'friends', 'moment', 'cherished']","['overflow', 'joy', 'cup', 'laughter', 'share', 'friend', 'moment', 'cherish']",0.8,Positive
"Draped in the warmth of kindness, a quilt of compassion stitched with love.",Kindness,2019-05-05 12:15:00,QuiltedCompassion,Facebook,#Kindness #LoveStitches,25.0,50.0,Brazil,2019,5,5,12,draped in the warmth of kindness a quilt of compassion stitched with love,"['draped', 'warmth', 'kindness', 'quilt', 'compassion', 'stitched', 'love']","['drape', 'warmth', 'kind', 'quilt', 'compass', 'stitch', 'love']",0.5,Positive
"In the garden of friendships, each bloom a testament to the beauty of camaraderie.",Friendship,2018-08-28 16:00:00,FriendshipGarden,Instagram,#Friendship #CamaraderieBlooms,30.0,60.0,South Africa,2018,8,28,16,in the garden of friendships each bloom a testament to the beauty of camaraderie,"['garden', 'friendships', 'each', 'bloom', 'testament', 'beauty', 'camaraderie']","['garden', 'friendship', 'each', 'bloom', 'testament', 'beauti', 'camaraderi']",0.0,Neutral
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection.",Love,2022-11-15 20:45:00,MelodyOfLove,Twitter,#Love #RhythmOfAffection,35.0,70.0,USA,2022,11,15,20,in the embrace of love each heartbeat is a melody dancing to the rhythm of affection,"['embrace', 'love', 'each', 'heartbeat', 'melody', 'dancing', 'rhythm', 'affection']","['embrac', 'love', 'each', 'heartbeat', 'melodi', 'danc', 'rhythm', 'affect']",0.5,Positive
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles.",Joy,2019-07-02 17:00:00,ColorfulLaughter,Instagram,#Joy #EndlessSmiles,40.0,80.0,Canada,2019,7,2,17,surrounded by the colors of joy a canvas painted with laughter and endless smiles,"['surrounded', 'colors', 'joy', 'canvas', 'painted', 'laughter', 'endless', 'smiles']","['surround', 'color', 'joy', 'canva', 'paint', 'laughter', 'endless', 'smile']",0.3375,Positive
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor.",Excitement,2021-04-18 14:20:00,SymphonyFervor,Facebook,#Excitement #IgnitedSoul,30.0,60.0,UK,2021,4,18,14,in the symphony of excitement each note is a burst of energy igniting the soul with fervor,"['symphony', 'excitement', 'each', 'note', 'burst', 'energy', 'igniting', 'soul', 'fervor']","['symphoni', 'excit', 'each', 'note', 'burst', 'energi', 'ignit', 'soul', 'fervor']",0.0,Neutral
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder.",Surprise,2023-02-05 19:30:00,WrappedDelight,Twitter,#Surprise #WonderfulMoment,25.0,50.0,Australia,2023,2,5,19,a surprise gift wrapped in anticipation unfolds a moment of delight and wonder,"['surprise', 'gift', 'wrapped', 'anticipation', 'unfolds', 'moment', 'delight', 'wonder']","['surpris', 'gift', 'wrap', 'anticip', 'unfold', 'moment', 'delight', 'wonder']",0.0,Neutral
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.",Curiosity,2018-09-22 12:45:00,MazeDiscovery,Instagram,#Curiosity #TreasuresOfDiscovery,22.0,45.0,India,2018,9,22,12,lost in the maze of curiosity each twist and turn unveils the treasures of discovery,"['lost', 'maze', 'curiosity', 'each', 'twist', 'turn', 'unveils', 'treasures', 'discovery']","['lost', 'maze', 'curios', 'each', 'twist', 'turn', 'unveil', 'treasur', 'discoveri']",0.0,Neutral
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness.",Gratitude,2016-12-10 21:15:00,CloudsOfBlessings,Facebook,#Gratitude #ShowerOfThankfulness,28.0,55.0,Germany,2016,12,10,21,floating on clouds of gratitude each raindrop a blessing a shower of thankfulness,"['floating', 'clouds', 'gratitude', 'each', 'raindrop', 'blessing', 'shower', 'thankfulness']","['float', 'cloud', 'gratitud', 'each', 'raindrop', 'bless', 'shower', 'thank']",0.0,Neutral
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance.",Inspiration,2020-05-28 16:00:00,CometCreativity,Twitter,#Inspiration #BrilliantTrails,18.0,35.0,France,2020,5,28,16,like a comet of inspiration streaking through the sky of creativity leaving trails of brilliance,"['like', 'comet', 'inspiration', 'streaking', 'through', 'sky', 'creativity', 'leaving', 'trails', 'brilliance']","['like', 'comet', 'inspir', 'streak', 'through', 'sky', 'creativ', 'leav', 'trail', 'brillianc']",0.0,Neutral
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.",Success,2017-11-15 22:30:00,FireworksTriumph,Instagram,#Success #NightSkyTriumph,22.0,45.0,Japan,2017,11,15,22,in the celebration of success fireworks of accomplishment light up the night sky of triumph,"['celebration', 'success', 'fireworks', 'accomplishment', 'light', 'night', 'sky', 'triumph']","['celebr', 'success', 'firework', 'accomplish', 'light', 'night', 'sky', 'triumph']",0.35,Positive
"A symphony of laughter, each note a key to unlocking the door of boundless happiness.",Happiness,2021-08-02 19:00:00,LaughterSymphony,Facebook,#Happiness #BoundlessLaughter,30.0,60.0,Brazil,2021,8,2,19,a symphony of laughter each note a key to unlocking the door of boundless happiness,"['symphony', 'laughter', 'each', 'note', 'key', 'unlocking', 'door', 'boundless', 'happiness']","['symphoni', 'laughter', 'each', 'note', 'key', 'unlock', 'door', 'boundless', 'happi']",0.16666666666666666,Positive
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.",Thrill,2019-03-28 15:30:00,EmotionCarnival,Instagram,#Thrill #WildHeartRide,35.0,70.0,South Africa,2019,3,28,15,in the carnival of emotions the rollercoaster of thrill sends the heart on a wild ride,"['carnival', 'emotions', 'rollercoaster', 'thrill', 'sends', 'heart', 'wild', 'ride']","['carniv', 'emot', 'rollercoast', 'thrill', 'send', 'heart', 'wild', 'ride']",0.1,Positive
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams.",Reflection,2018-05-12 17:30:00,ParisDreamer,Twitter,#Reflection #ParisianDreams,28.0,55.0,France,2018,5,12,17,standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams,"['standing', 'before', 'grandeur', 'eiffel', 'tower', 'moment', 'reflect', 'beauty', 'parisian', 'dreams']","['stand', 'befor', 'grandeur', 'eiffel', 'tower', 'moment', 'reflect', 'beauti', 'parisian', 'dream']",0.0,Neutral
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies.",Enchantment,2022-09-28 15:45:00,DisneylandExplorer,Instagram,#Enchantment #ChildhoodFantasies,30.0,60.0,USA,2022,9,28,15,lost in the enchantment of disneyland each ride a journey into the realm of childhood fantasies,"['lost', 'enchantment', 'disneyland', 'each', 'ride', 'journey', 'into', 'realm', 'childhood', 'fantasies']","['lost', 'enchant', 'disneyland', 'each', 'ride', 'journey', 'into', 'realm', 'childhood', 'fantasi']",0.0,Neutral
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed.",Excitement,2019-11-10 14:00:00,FerrariSpeedster,Facebook,#Excitement #SymphonyOfSpeed,22.0,45.0,Italy,2019,11,10,14,exploring the wonders of ferrari world the roar of engines creating a symphony of speed,"['exploring', 'wonders', 'ferrari', 'world', 'roar', 'engines', 'creating', 'symphony', 'speed']","['explor', 'wonder', 'ferrari', 'world', 'roar', 'engin', 'creat', 'symphoni', 'speed']",0.0,Neutral
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy.",Joy,2021-04-02 18:20:00,KeukenhofAdventurer,Instagram,#Joy #SpringtimeColors,35.0,70.0,Netherlands,2021,4,2,18,amidst the tulip fields of keukenhof a tapestry of colors that paints the soul with springtime joy,"['amidst', 'tulip', 'fields', 'keukenhof', 'tapestry', 'colors', 'paints', 'soul', 'springtime', 'joy']","['amidst', 'tulip', 'field', 'keukenhof', 'tapestri', 'color', 'paint', 'soul', 'springtim', 'joy']",0.8,Positive
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions.",Exploration,2017-08-22 21:30:00,KyotoAdventurer,Twitter,#Exploration #JapaneseTraditions,18.0,35.0,Japan,2017,8,22,21,wandering through the historical streets of kyoto each step a journey into the heart of japan s traditions,"['wandering', 'through', 'historical', 'streets', 'kyoto', 'each', 'step', 'journey', 'into', 'heart', 'japan', 'traditions']","['wander', 'through', 'histor', 'street', 'kyoto', 'each', 'step', 'journey', 'into', 'heart', 'japan', 'tradit']",0.0,Neutral
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur.",Awe,2020-06-15 16:45:00,CanyonMarveler,Instagram,#Awe #EarthsGrandeur,25.0,50.0,USA,2020,6,15,16,in the embrace of the grand canyon nature s masterpiece a moment to marvel at earth s grandeur,"['embrace', 'grand', 'canyon', 'nature', 'masterpiece', 'moment', 'marvel', 'earth', 'grandeur']","['embrac', 'grand', 'canyon', 'natur', 'masterpiec', 'moment', 'marvel', 'earth', 'grandeur']",0.5,Positive
